nb_tour;plancton;corail;bar;thon;pollution;pyranha;requin;orque;baleine
6026;171;0;0;18;3;0;0;199;0
6027;171;0;0;18;3;0;0;199;0
6028;171;0;0;18;3;0;0;199;0
6029;171;0;0;18;3;0;0;199;0
6031;177;0;0;20;6;0;0;180;0
6032;177;0;0;20;6;0;0;180;0
6033;177;0;0;20;6;0;0;180;0
6034;177;0;0;20;6;0;0;180;0
6035;177;0;0;20;6;0;0;180;0
6036;177;0;0;20;6;0;0;180;0
6037;177;0;0;20;6;0;0;180;0
6038;177;0;0;20;6;0;0;180;0
6039;177;0;0;20;6;0;0;180;0
6041;171;0;0;14;5;0;0;178;0
6042;171;0;0;14;5;0;0;178;0
6043;171;0;0;14;5;0;0;178;0
6044;171;0;0;14;5;0;0;178;0
6045;171;0;0;14;5;0;0;178;0
6046;171;0;0;14;5;0;0;178;0
6047;171;0;0;14;5;0;0;178;0
6048;171;0;0;14;5;0;0;178;0
6049;171;0;0;14;5;0;0;178;0
6051;172;0;0;16;2;0;0;165;0
6052;172;0;0;16;2;0;0;165;0
6053;172;0;0;16;2;0;0;165;0
6054;172;0;0;16;2;0;0;165;0
6055;172;0;0;16;2;0;0;165;0
6056;172;0;0;16;2;0;0;165;0
6057;172;0;0;16;2;0;0;165;0
6058;172;0;0;16;2;0;0;165;0
6059;172;0;0;16;2;0;0;165;0
